risk,rep,player_index,mapping,reference,context,n_rounds,ever_diverged,first_divergence_round,action_disagreement_rate,later_round_disagreement_rate,unsafe_rate_reference,unsafe_rate_context,unsafe_rate_delta,final_progress_delta,final_payoff_delta,payoff_changed,setback_reference,setback_context
0.6,16,0,safe_p,abstract_contest,hospital_deployment,6,1,4.0,0.5,0.6,0.0,0.5,0.5,1.5,53.400000000000006,1,0,0
0.6,16,0,safe_p,abstract_contest,fictional_cartography,6,1,4.0,0.5,0.6,0.0,0.5,0.5,1.5,53.400000000000006,1,0,0
0.6,16,0,safe_p,abstract_contest,crystal_guild_contract,6,1,4.0,0.5,0.6,0.0,0.5,0.5,1.5,-47.4,1,0,0
0.6,16,0,safe_p,abstract_contest,logistics_contract,6,1,4.0,0.5,0.6,0.0,0.5,0.5,1.5,-47.4,1,0,0
0.6,16,1,safe_p,abstract_contest,technology_race,6,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,16,1,safe_p,abstract_contest,robotic_expedition,6,1,5.0,0.16666666666666666,0.2,0.0,0.16666666666666666,0.16666666666666666,0.5,1.0,1,0,0
0.6,16,1,safe_p,abstract_contest,colony_life_support,6,1,4.0,0.3333333333333333,0.4,0.0,0.3333333333333333,0.3333333333333333,1.0,2.0,1,0,0
0.6,16,1,safe_p,abstract_contest,hospital_deployment,6,1,5.0,0.3333333333333333,0.4,0.0,0.3333333333333333,0.3333333333333333,1.0,-48.4,1,0,0
0.6,16,1,safe_p,abstract_contest,fictional_cartography,6,1,5.0,0.3333333333333333,0.4,0.0,0.3333333333333333,0.3333333333333333,1.0,-48.4,1,0,0
0.6,16,1,safe_p,abstract_contest,crystal_guild_contract,6,1,3.0,0.6666666666666666,0.8,0.0,0.6666666666666666,0.6666666666666666,2.0,54.400000000000006,1,0,0
0.6,16,1,safe_p,abstract_contest,logistics_contract,6,1,3.0,0.6666666666666666,0.8,0.0,0.6666666666666666,0.6666666666666666,2.0,54.400000000000006,1,0,0
0.6,1,0,safe_q,abstract_contest,technology_race,7,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,1,0,safe_q,abstract_contest,robotic_expedition,7,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,1,0,safe_q,abstract_contest,colony_life_support,7,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,1,0,safe_q,abstract_contest,hospital_deployment,7,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,1,0,safe_q,abstract_contest,fictional_cartography,7,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,1,0,safe_q,abstract_contest,crystal_guild_contract,7,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,1,0,safe_q,abstract_contest,logistics_contract,7,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,1,1,safe_q,abstract_contest,technology_race,7,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,1,1,safe_q,abstract_contest,robotic_expedition,7,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,1,1,safe_q,abstract_contest,colony_life_support,7,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,1,1,safe_q,abstract_contest,hospital_deployment,7,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,1,1,safe_q,abstract_contest,fictional_cartography,7,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,1,1,safe_q,abstract_contest,crystal_guild_contract,7,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,1,1,safe_q,abstract_contest,logistics_contract,7,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,2,0,safe_p,abstract_contest,technology_race,9,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,2,0,safe_p,abstract_contest,robotic_expedition,9,1,5.0,0.3333333333333333,0.375,0.0,0.3333333333333333,0.3333333333333333,1.5,3.0,1,0,0
0.6,2,0,safe_p,abstract_contest,colony_life_support,9,1,4.0,0.6666666666666666,0.75,0.0,0.6666666666666666,0.6666666666666666,3.0,-59.0,1,0,1
0.6,2,0,safe_p,abstract_contest,hospital_deployment,9,1,4.0,0.6666666666666666,0.75,0.0,0.6666666666666666,0.6666666666666666,3.0,-59.0,1,0,1
0.6,2,0,safe_p,abstract_contest,fictional_cartography,9,1,4.0,0.6666666666666666,0.75,0.0,0.6666666666666666,0.6666666666666666,3.0,-59.0,1,0,1
0.6,2,0,safe_p,abstract_contest,crystal_guild_contract,9,1,4.0,0.4444444444444444,0.5,0.0,0.4444444444444444,0.4444444444444444,2.0,-47.2,1,0,0
0.6,2,0,safe_p,abstract_contest,logistics_contract,9,1,4.0,0.4444444444444444,0.5,0.0,0.4444444444444444,0.4444444444444444,2.0,-47.2,1,0,0
0.6,2,1,safe_p,abstract_contest,technology_race,9,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,2,1,safe_p,abstract_contest,robotic_expedition,9,1,5.0,0.3333333333333333,0.375,0.0,0.3333333333333333,0.3333333333333333,1.5,3.0,1,0,0
0.6,2,1,safe_p,abstract_contest,colony_life_support,9,1,4.0,0.3333333333333333,0.375,0.0,0.3333333333333333,0.3333333333333333,1.5,-48.2,1,0,0
0.6,2,1,safe_p,abstract_contest,hospital_deployment,9,1,5.0,0.3333333333333333,0.375,0.0,0.3333333333333333,0.3333333333333333,1.5,-48.2,1,0,0
0.6,2,1,safe_p,abstract_contest,fictional_cartography,9,1,5.0,0.3333333333333333,0.375,0.0,0.3333333333333333,0.3333333333333333,1.5,-48.2,1,0,0
0.6,2,1,safe_p,abstract_contest,crystal_guild_contract,9,1,3.0,0.7777777777777778,0.875,0.0,0.7777777777777778,0.7777777777777778,3.5,58.2,1,0,0
0.6,2,1,safe_p,abstract_contest,logistics_contract,9,1,3.0,0.7777777777777778,0.875,0.0,0.7777777777777778,0.7777777777777778,3.5,58.2,1,0,0
0.6,3,0,safe_q,abstract_contest,technology_race,11,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,3,0,safe_q,abstract_contest,robotic_expedition,11,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,3,0,safe_q,abstract_contest,colony_life_support,11,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,3,0,safe_q,abstract_contest,hospital_deployment,11,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,3,0,safe_q,abstract_contest,fictional_cartography,11,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,3,0,safe_q,abstract_contest,crystal_guild_contract,11,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,3,0,safe_q,abstract_contest,logistics_contract,11,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,3,1,safe_q,abstract_contest,technology_race,11,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,3,1,safe_q,abstract_contest,robotic_expedition,11,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,3,1,safe_q,abstract_contest,colony_life_support,11,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,3,1,safe_q,abstract_contest,hospital_deployment,11,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,3,1,safe_q,abstract_contest,fictional_cartography,11,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,3,1,safe_q,abstract_contest,crystal_guild_contract,11,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,3,1,safe_q,abstract_contest,logistics_contract,11,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,4,0,safe_p,abstract_contest,technology_race,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,4,0,safe_p,abstract_contest,robotic_expedition,5,1,5.0,0.2,0.25,0.0,0.2,0.2,0.5,1.0,1,0,0
0.6,4,0,safe_p,abstract_contest,colony_life_support,5,1,4.0,0.4,0.5,0.0,0.4,0.4,1.0,52.400000000000006,1,0,0
0.6,4,0,safe_p,abstract_contest,hospital_deployment,5,1,4.0,0.4,0.5,0.0,0.4,0.4,1.0,52.400000000000006,1,0,0
0.6,4,0,safe_p,abstract_contest,fictional_cartography,5,1,4.0,0.4,0.5,0.0,0.4,0.4,1.0,52.400000000000006,1,0,0
0.6,4,0,safe_p,abstract_contest,crystal_guild_contract,5,1,4.0,0.4,0.5,0.0,0.4,0.4,1.0,-48.4,1,0,0
0.6,4,0,safe_p,abstract_contest,logistics_contract,5,1,4.0,0.4,0.5,0.0,0.4,0.4,1.0,-48.4,1,0,0
0.6,4,1,safe_p,abstract_contest,technology_race,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,4,1,safe_p,abstract_contest,robotic_expedition,5,1,5.0,0.2,0.25,0.0,0.2,0.2,0.5,-55.0,1,0,1
0.6,4,1,safe_p,abstract_contest,colony_life_support,5,1,4.0,0.2,0.25,0.0,0.2,0.2,0.5,-49.4,1,0,0
0.6,4,1,safe_p,abstract_contest,hospital_deployment,5,1,5.0,0.2,0.25,0.0,0.2,0.2,0.5,-49.4,1,0,0
0.6,4,1,safe_p,abstract_contest,fictional_cartography,5,1,5.0,0.2,0.25,0.0,0.2,0.2,0.5,-49.4,1,0,0
0.6,4,1,safe_p,abstract_contest,crystal_guild_contract,5,1,3.0,0.6,0.75,0.0,0.6,0.6,1.5,-55.0,1,0,1
0.6,4,1,safe_p,abstract_contest,logistics_contract,5,1,3.0,0.6,0.75,0.0,0.6,0.6,1.5,-55.0,1,0,1
0.6,5,0,safe_q,abstract_contest,technology_race,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,5,0,safe_q,abstract_contest,robotic_expedition,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,5,0,safe_q,abstract_contest,colony_life_support,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,5,0,safe_q,abstract_contest,hospital_deployment,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,5,0,safe_q,abstract_contest,fictional_cartography,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,5,0,safe_q,abstract_contest,crystal_guild_contract,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,5,0,safe_q,abstract_contest,logistics_contract,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,5,1,safe_q,abstract_contest,technology_race,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,5,1,safe_q,abstract_contest,robotic_expedition,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,5,1,safe_q,abstract_contest,colony_life_support,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,5,1,safe_q,abstract_contest,hospital_deployment,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,5,1,safe_q,abstract_contest,fictional_cartography,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,5,1,safe_q,abstract_contest,crystal_guild_contract,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,5,1,safe_q,abstract_contest,logistics_contract,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,6,0,safe_p,abstract_contest,technology_race,9,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,6,0,safe_p,abstract_contest,robotic_expedition,9,1,5.0,0.3333333333333333,0.375,0.0,0.3333333333333333,0.3333333333333333,1.5,3.0,1,0,0
0.6,6,0,safe_p,abstract_contest,colony_life_support,9,1,4.0,0.6666666666666666,0.75,0.0,0.6666666666666666,0.6666666666666666,3.0,57.2,1,0,0
0.6,6,0,safe_p,abstract_contest,hospital_deployment,9,1,4.0,0.6666666666666666,0.75,0.0,0.6666666666666666,0.6666666666666666,3.0,57.2,1,0,0
0.6,6,0,safe_p,abstract_contest,fictional_cartography,9,1,4.0,0.6666666666666666,0.75,0.0,0.6666666666666666,0.6666666666666666,3.0,57.2,1,0,0
0.6,6,0,safe_p,abstract_contest,crystal_guild_contract,9,1,4.0,0.4444444444444444,0.5,0.0,0.4444444444444444,0.4444444444444444,2.0,-47.2,1,0,0
0.6,6,0,safe_p,abstract_contest,logistics_contract,9,1,4.0,0.4444444444444444,0.5,0.0,0.4444444444444444,0.4444444444444444,2.0,-47.2,1,0,0
0.6,6,1,safe_p,abstract_contest,technology_race,9,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,6,1,safe_p,abstract_contest,robotic_expedition,9,1,5.0,0.3333333333333333,0.375,0.0,0.3333333333333333,0.3333333333333333,1.5,3.0,1,0,0
0.6,6,1,safe_p,abstract_contest,colony_life_support,9,1,5.0,0.3333333333333333,0.375,0.0,0.3333333333333333,0.3333333333333333,1.5,-48.2,1,0,0
0.6,6,1,safe_p,abstract_contest,hospital_deployment,9,1,5.0,0.3333333333333333,0.375,0.0,0.3333333333333333,0.3333333333333333,1.5,-48.2,1,0,0
0.6,6,1,safe_p,abstract_contest,fictional_cartography,9,1,5.0,0.3333333333333333,0.375,0.0,0.3333333333333333,0.3333333333333333,1.5,-48.2,1,0,0
0.6,6,1,safe_p,abstract_contest,crystal_guild_contract,9,1,3.0,0.7777777777777778,0.875,0.0,0.7777777777777778,0.7777777777777778,3.5,-59.0,1,0,1
0.6,6,1,safe_p,abstract_contest,logistics_contract,9,1,3.0,0.7777777777777778,0.875,0.0,0.7777777777777778,0.7777777777777778,3.5,-59.0,1,0,1
0.6,7,0,safe_q,abstract_contest,technology_race,16,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,7,0,safe_q,abstract_contest,robotic_expedition,16,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,7,0,safe_q,abstract_contest,colony_life_support,16,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,7,0,safe_q,abstract_contest,hospital_deployment,16,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,7,0,safe_q,abstract_contest,fictional_cartography,16,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,7,0,safe_q,abstract_contest,crystal_guild_contract,16,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,7,0,safe_q,abstract_contest,logistics_contract,16,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,7,1,safe_q,abstract_contest,technology_race,16,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,7,1,safe_q,abstract_contest,robotic_expedition,16,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,7,1,safe_q,abstract_contest,colony_life_support,16,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,7,1,safe_q,abstract_contest,hospital_deployment,16,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,7,1,safe_q,abstract_contest,fictional_cartography,16,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,7,1,safe_q,abstract_contest,crystal_guild_contract,16,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,7,1,safe_q,abstract_contest,logistics_contract,16,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,8,0,safe_p,abstract_contest,technology_race,8,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,8,0,safe_p,abstract_contest,robotic_expedition,8,1,5.0,0.25,0.2857142857142857,0.0,0.25,0.25,1.0,2.0,1,0,0
0.6,8,0,safe_p,abstract_contest,colony_life_support,8,1,4.0,0.25,0.2857142857142857,0.0,0.25,0.25,1.0,-49.2,1,0,0
0.6,8,0,safe_p,abstract_contest,hospital_deployment,8,1,4.0,0.625,0.7142857142857143,0.0,0.625,0.625,2.5,55.8,1,0,0
0.6,8,0,safe_p,abstract_contest,fictional_cartography,8,1,4.0,0.625,0.7142857142857143,0.0,0.625,0.625,2.5,55.8,1,0,0
0.6,8,0,safe_p,abstract_contest,crystal_guild_contract,8,1,4.0,0.5,0.5714285714285714,0.0,0.5,0.5,2.0,-46.8,1,0,0
0.6,8,0,safe_p,abstract_contest,logistics_contract,8,1,4.0,0.5,0.5714285714285714,0.0,0.5,0.5,2.0,-46.8,1,0,0
0.6,8,1,safe_p,abstract_contest,technology_race,8,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.6,8,1,safe_p,abstract_contest,robotic_expedition,8,1,5.0,0.25,0.2857142857142857,0.0,0.25,0.25,1.0,2.0,1,0,0
0.6,8,1,safe_p,abstract_contest,colony_life_support,8,1,4.0,0.625,0.7142857142857143,0.0,0.625,0.625,2.5,-58.0,1,0,1
0.6,8,1,safe_p,abstract_contest,hospital_deployment,8,1,5.0,0.375,0.42857142857142855,0.0,0.375,0.375,1.5,-47.8,1,0,0
0.6,8,1,safe_p,abstract_contest,fictional_cartography,8,1,5.0,0.375,0.42857142857142855,0.0,0.375,0.375,1.5,-47.8,1,0,0
0.6,8,1,safe_p,abstract_contest,crystal_guild_contract,8,1,3.0,0.75,0.8571428571428571,0.0,0.75,0.75,3.0,-58.0,1,0,1
0.6,8,1,safe_p,abstract_contest,logistics_contract,8,1,3.0,0.75,0.8571428571428571,0.0,0.75,0.75,3.0,-58.0,1,0,1
0.1,8,0,safe_p,abstract_contest,technology_race,8,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,8,0,safe_p,abstract_contest,robotic_expedition,8,1,5.0,0.25,0.2857142857142857,0.0,0.25,0.25,1.0,2.0,1,0,0
0.1,8,0,safe_p,abstract_contest,colony_life_support,8,1,4.0,0.375,0.42857142857142855,0.0,0.375,0.375,1.5,3.0,1,0,0
0.1,8,0,safe_p,abstract_contest,hospital_deployment,8,1,4.0,0.625,0.7142857142857143,0.0,0.625,0.625,2.5,55.8,1,0,0
0.1,8,0,safe_p,abstract_contest,fictional_cartography,8,1,4.0,0.5,0.5714285714285714,0.0,0.5,0.5,2.0,4.0,1,0,0
0.1,8,0,safe_p,abstract_contest,crystal_guild_contract,8,1,4.0,0.5,0.5714285714285714,0.0,0.5,0.5,2.0,-46.8,1,0,0
0.1,8,0,safe_p,abstract_contest,logistics_contract,8,1,3.0,0.625,0.7142857142857143,0.0,0.625,0.625,2.5,-45.8,1,0,0
0.1,8,1,safe_p,abstract_contest,technology_race,8,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,8,1,safe_p,abstract_contest,robotic_expedition,8,1,5.0,0.25,0.2857142857142857,0.0,0.25,0.25,1.0,2.0,1,0,0
0.1,8,1,safe_p,abstract_contest,colony_life_support,8,1,4.0,0.375,0.42857142857142855,0.0,0.375,0.375,1.5,3.0,1,0,0
0.1,8,1,safe_p,abstract_contest,hospital_deployment,8,1,5.0,0.375,0.42857142857142855,0.0,0.375,0.375,1.5,-47.8,1,0,0
0.1,8,1,safe_p,abstract_contest,fictional_cartography,8,1,4.0,0.5,0.5714285714285714,0.0,0.5,0.5,2.0,4.0,1,0,0
0.1,8,1,safe_p,abstract_contest,crystal_guild_contract,8,1,3.0,0.75,0.8571428571428571,0.0,0.75,0.75,3.0,56.8,1,0,0
0.1,8,1,safe_p,abstract_contest,logistics_contract,8,1,2.0,0.875,1.0,0.0,0.875,0.875,3.5,57.8,1,0,0
0.1,9,0,safe_q,abstract_contest,technology_race,13,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,9,0,safe_q,abstract_contest,robotic_expedition,13,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,9,0,safe_q,abstract_contest,colony_life_support,13,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,9,0,safe_q,abstract_contest,hospital_deployment,13,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,9,0,safe_q,abstract_contest,fictional_cartography,13,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,9,0,safe_q,abstract_contest,crystal_guild_contract,13,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,9,0,safe_q,abstract_contest,logistics_contract,13,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,9,1,safe_q,abstract_contest,technology_race,13,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,9,1,safe_q,abstract_contest,robotic_expedition,13,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,9,1,safe_q,abstract_contest,colony_life_support,13,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,9,1,safe_q,abstract_contest,hospital_deployment,13,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,9,1,safe_q,abstract_contest,fictional_cartography,13,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,9,1,safe_q,abstract_contest,crystal_guild_contract,13,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,9,1,safe_q,abstract_contest,logistics_contract,13,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,25,0,safe_q,abstract_contest,technology_race,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,25,0,safe_q,abstract_contest,robotic_expedition,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,25,0,safe_q,abstract_contest,colony_life_support,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,25,0,safe_q,abstract_contest,hospital_deployment,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,25,0,safe_q,abstract_contest,fictional_cartography,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,25,0,safe_q,abstract_contest,crystal_guild_contract,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,25,0,safe_q,abstract_contest,logistics_contract,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,25,1,safe_q,abstract_contest,technology_race,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,25,1,safe_q,abstract_contest,robotic_expedition,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,25,1,safe_q,abstract_contest,colony_life_support,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,25,1,safe_q,abstract_contest,hospital_deployment,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,25,1,safe_q,abstract_contest,fictional_cartography,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,25,1,safe_q,abstract_contest,crystal_guild_contract,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,25,1,safe_q,abstract_contest,logistics_contract,10,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,26,0,safe_p,abstract_contest,technology_race,6,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,26,0,safe_p,abstract_contest,robotic_expedition,6,1,5.0,0.16666666666666666,0.2,0.0,0.16666666666666666,0.16666666666666666,0.5,1.0,1,0,0
0.1,26,0,safe_p,abstract_contest,colony_life_support,6,1,4.0,0.3333333333333333,0.4,0.0,0.3333333333333333,0.3333333333333333,1.0,2.0,1,0,0
0.1,26,0,safe_p,abstract_contest,hospital_deployment,6,1,4.0,0.5,0.6,0.0,0.5,0.5,1.5,53.400000000000006,1,0,0
0.1,26,0,safe_p,abstract_contest,fictional_cartography,6,1,4.0,0.5,0.6,0.0,0.5,0.5,1.5,53.400000000000006,1,0,0
0.1,26,0,safe_p,abstract_contest,crystal_guild_contract,6,1,4.0,0.5,0.6,0.0,0.5,0.5,1.5,-47.4,1,0,0
0.1,26,0,safe_p,abstract_contest,logistics_contract,6,1,3.0,0.6666666666666666,0.8,0.0,0.6666666666666666,0.6666666666666666,2.0,-46.4,1,0,0
0.1,26,1,safe_p,abstract_contest,technology_race,6,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,26,1,safe_p,abstract_contest,robotic_expedition,6,1,5.0,0.16666666666666666,0.2,0.0,0.16666666666666666,0.16666666666666666,0.5,1.0,1,0,0
0.1,26,1,safe_p,abstract_contest,colony_life_support,6,1,4.0,0.3333333333333333,0.4,0.0,0.3333333333333333,0.3333333333333333,1.0,2.0,1,0,0
0.1,26,1,safe_p,abstract_contest,hospital_deployment,6,1,5.0,0.3333333333333333,0.4,0.0,0.3333333333333333,0.3333333333333333,1.0,-48.4,1,0,0
0.1,26,1,safe_p,abstract_contest,fictional_cartography,6,1,5.0,0.3333333333333333,0.4,0.0,0.3333333333333333,0.3333333333333333,1.0,-48.4,1,0,0
0.1,26,1,safe_p,abstract_contest,crystal_guild_contract,6,1,3.0,0.6666666666666666,0.8,0.0,0.6666666666666666,0.6666666666666666,2.0,54.400000000000006,1,0,0
0.1,26,1,safe_p,abstract_contest,logistics_contract,6,1,2.0,0.8333333333333334,1.0,0.0,0.8333333333333334,0.8333333333333334,2.5,55.400000000000006,1,0,0
0.1,27,0,safe_q,abstract_contest,technology_race,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,27,0,safe_q,abstract_contest,robotic_expedition,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,27,0,safe_q,abstract_contest,colony_life_support,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,27,0,safe_q,abstract_contest,hospital_deployment,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,27,0,safe_q,abstract_contest,fictional_cartography,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,27,0,safe_q,abstract_contest,crystal_guild_contract,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,27,0,safe_q,abstract_contest,logistics_contract,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,27,1,safe_q,abstract_contest,technology_race,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,27,1,safe_q,abstract_contest,robotic_expedition,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,27,1,safe_q,abstract_contest,colony_life_support,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,27,1,safe_q,abstract_contest,hospital_deployment,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,27,1,safe_q,abstract_contest,fictional_cartography,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,27,1,safe_q,abstract_contest,crystal_guild_contract,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
